GeniusName,Title,Lyrics,Artist
Green Montana,​ishtar,"9 Contributors​ishtar Lyrics[Paroles de ""ishtar""]

[Refrain]
Salope, j'peux me hisser, j'dis qu'j'ai rien vu aux policiers
Cœur noir, souvent seul, elle demande pourquoi j'suis marqué
J'suis pas bon qu'à t'braquer, qu'à vendre d'la drogue aux passants
On crève pas ensemble, taureau sur l'capot
Faut qu'tu demandes pardon, moi, je rentre, j'sors par la grande porte
Y aura pas autant d'tomes, j'visualise d'jà la somme
Dans un super moteur, j'leur donne même pas l'heure
Mmh, tous les jours c'est sale, mmh, je crois pas ces salopes

[Couplet unique]
Tous les jours tu tombes dedans, j'te vois descendre
Quatre sorties d'pots, phares éteints, feu dans la boîte à gants
Nan, je veux pas d'ton aide, négro, tu m'désoles
On est au d'ssus chaque saison, mmh, tu sais que c'est l'job
Pour monnaie, j'suis présent, j'ai train de vie stressant
Pétasse, Greenzer, 92i, je peux pas perdre de temps
Faut pas jouer avec cette monnaie, faut pas qu'tu fasses le con
Quatre sorties d'pots, phares éteints, feu dans la boîte à gants

[Refrain]
Salope, j'peux me hisser, j'dis qu'j'ai rien vu aux policiers
Cœur noir, souvent seul, elle demande pourquoi j'suis marqué
J'suis pas bon qu'à t'braquer, qu'à vendre d'la drogue aux passants
On crève pas ensemble, taureau sur l'capot
Faut qu'tu demandes pardon, moi, je rentre, j'sors par la grande porte
Y aura pas autant d'tomes, j'visualise d'jà la somme
Dans un super moteur, j'leur donne même pas l'heure
Mmh, tous les jours c'est sale, mmh, je crois pas ces salopesYou might also likeEmbed",Green Montana
Green Montana,J’ROULE,"10 ContributorsJ’ROULE Lyrics[Paroles de ""J'ROULE""]

[Intro]
Hey

[Couplet 1]
Hey, j'ai jamais cru qu'ils allaient finir avec nous leur balade
On roule encore des VVS à Paname
On roule encore, tu peux niquer ta race
Entouré, sécurisé si ça canarde
Entouré, sécurisé, pas de mala
En douceur, je ressors de sa tte-cha mais elle sait déjà qu'elle me reverra jamais
Drop tous les jours, c'est l'bon-char acharné
Contact, tu meurs quand t'es passé à table
Des pétasses et des kilos dans la cave
Une putain chez moi ne pourra rien cramer
10 mmes-gra de cess' dans son nez de daron
On a porté le talent comme un fardeau
J'entends pas quand tu dis : ""Désolé, pardon""

[Pré-refrain]
J'vais pas te salir, non
Jeune négro fait son business dans la ville mais bon
Tasse-pé, j'vois que t'aimes les diamants
Ce cash a rendu fière ma maman
On s'est vu pendant longtemps
Et reste loin, on n'a plus rien en commun
Les mains sales mais toujours bien aux commandes
Elle a mal, pourtant elle en redemande
You might also like[Refrain]
Hey, j'vais pas te salir, non
Charbonne que pour big biff
Pas trop pour la frime, négro
Chaque jour, j'suis dans l'din, négro
Chaque jour, on les kill, négro
Fonce-dé dans l'VIP, négro
Suce ma bite et fais vite, bitch
Laisse moi te dire que c'est fini
Laisse moi te dire que c'est cuit, bitch
Hey, charbonne que pour big biff
Pas trop pour la frime, mon négro
Chaque jour, j'suis dans l'din, mon négro
Hey, fonce-dé dans l'VIP, VIP
Suce ma bite et fais vite, bitch
Laisse moi te dire que c'est cuit, bitch

[Couplet 2]
J'roule, roule, là, j'suis fonce-dé depuis
On t'laisse crever au fond du puit
J'affectionne mon pactole
Elle rigole mais j'sais qu'elle est pas conne
Problèmes sur les côtes, j'suis blasé
On dirait qu'j'suis en train de m'écraser
J'recrache la fumée d'mon gazon
Fêtera quand on t'aura raser
Tou-jours affamé, j'ai les crocs
Vends la ganja comme un pro, y a plus rien de mystérieux
J'ravitaille les terriens, j'suis dans la voiture, j'lâche pas les rétros
La police tout près, on va r'trouver ton corps dans un étang
T'as voulu nous freiner
Elle m'demande un nouveau sac à main, à ce moment là, j'me fais la malle
À tout moment, je fais la maille, j'te laisserai pas toucher ma paye
Hyper chargée, là, elle appelle, j'vais juste faire le tour de la Terre
J'veux qu'on m'laisse m'enfumer la tête, j'vais me faire des sous dans ta fête
[Pré-refrain]
J'vais pas te salir, non
Jeune négro fait son business dans la ville mais bon
Tasse-pé, j'vois que t'aimes les diamants
Ce cash a rendu fière ma maman
On s'est vu pendant longtemps
Et reste loin, on n'a plus rien en commun
Les mains sales mais toujours bien aux commandes
Elle a mal, pourtant elle en redemande

[Refrain]
Hey, j'vais pas te salir, non
Charbonne que pour big biff
Pas trop pour la frime, négro
Chaque jour, j'suis dans l'din, négro
Chaque jour, on les kill, négro
Fonce-dé dans l'VIP, négro
Suce ma bite et fais vite, bitch
Laisse moi te dire que c'est fini
Laisse moi te dire que c'est cuit, bitch
Hey, charbonne que pour big biff
Pas trop pour la frime, mon négro
Chaque jour, j'suis dans l'din, mon négro
Hey, fonce-dé dans l'VIP, VIP
Suce ma bite et fais vite, bitch
Laisse moi te dire que c'est cuit, bitchEmbed",Green Montana
Green Montana,Juste un moment,"15 ContributorsJuste un moment Lyrics[Paroles de ""Juste un moment""]

[Pré-refrain]
J'l'ai laissé juste un moment, juste pour rentrer gagnant, revenir blindé
Défoncé, j'prends le volant, j'dis bye à la crasse, ma vie change main-de
Répond au phone, ne ferme pas la porte, oh babe
Personne veut mailler, j'fais mon biz' ailleurs, eh

[Refrain]
Rentre par force, milli' t'fera perdre tes frérots
J'suis free, j'vois la haine dans son œil, ils veulent m'couler par tous les moyens
En Fendi, j'me sens plutôt pas mal, ouais, eh, reste pas là pour l'oseille
Mami, on prépare le meilleur, eh, hey
Rentre par force, milli' t'fera perdre tes frérots
J'suis free, j'vois la haine dans son œil, ils veulent m'couler par tous les moyens
En Fendi, j'me sens plutôt pas mal, ouais, eh, reste pas là pour l'oseille
Mami, on prépare le meilleur, eh

[Couplet unique]
Pédé, j'veux crever riche droit là sans les risques, faut rentrer
Vis ma life comme un film, j'ai commencé, faut qu'j'finisse, alors, eh
Dans la caisse, j'allume stick, liquide la salade à la pelle
T'avais besoin de fric, personne répond à l'appel

[Pré-refrain]
J'l'ai laissé juste un moment, juste pour rentrer gagnant, revenir blindé
Défoncé, j'prends le volant, j'dis bye à la crasse, ma vie change main-de
Répond au phone, ne ferme pas la porte, oh babe
Personne veut mailler, j'fais mon biz' ailleurs, eh
You might also like[Refrain]
Rentre par force, milli' t'fera perdre tes frérots
J'suis free, j'vois la haine dans son œil, ils veulent m'couler par tous les moyens
En Fendi, j'me sens plutôt pas mal, ouais, eh, reste pas là pour l'oseille
Mami, on prépare le meilleur, eh, hey
Rentre par force, milli' t'fera perdre tes frérots
J'suis free, j'vois la haine dans son œil, ils veulent m'couler par tous les moyens
En Fendi, j'me sens plutôt pas mal, ouais, eh, reste pas là pour l'oseille
Mami, on prépare le meilleur, ehEmbed",Green Montana
Green Montana,​la brique et la drogue,"7 Contributors​la brique et la drogue Lyrics[Paroles de ""la brique et la drogue""]

[Refrain]
J'investis dans la brique et la drogue
Ce milli' j'peux le faire sur ma mom
Elle hallucine dans le gamos elle voit toute la jalousie, les poches pleines faut pas trop traîner
Par ici c'est la vie qui nous rôde, tu m'as trahi t'étais mon brother
Baby toujours dans le feu de l'action, j'contrôle pas toutes les réactions
Dans la brique et la drogue
Ce milli' j'peux le faire sur ma mom (let's go)
Dans le gamos elle voit toute la jalousie, les poches pleines faut pas trop traîner
Par ici c'est la vie qui nous rôde, tu m'as trahi t'étais mon brother
Bébé, toujours dans le feu de l'action, j'contrôle pas toutes les réactions

[Couplet Unique]
On fume encore dans le Range Ro', si j'te suis tu vas nous rendre pauvres
J'ai pris des munitions en trop, Christian Dior sur le manteau
Pourquoi tu traînes, tu fais pas d'money, H31, moi je charbonnais
Fons-dé mais j'ai pas ma dose, protège ma famille j'me comporte comme un boss
On fume encore dans le Range Ro', si j'te suis tu vas nous rendre pauvres
J'ai pris des munitions en trop, Christian Dior sur le manteau
NMR, jeune négro indépendant, j'suis de ceux qui pour l'cash ont un penchant
Nique ta life, j'me fais des billets de 500, c'était la musique ou l'crime

[Refrain]
J'investis dans la brique et la drogue
Ce milli' j'peux le faire sur ma mom
Elle hallucine dans le gamos elle voit toute la jalousie, les poches pleines faut pas trop traîner
Par ici c'est la vie qui nous rôde, tu m'as trahis t'étais mon brother
Baby toujours dans le feu de l'action, j'contrôle pas toutes les réactions
Dans la brique et la drogue
Ce milli' j'peux le faire sur ma mom (let's go)
Dans le gamos elle voit toute la jalousie, les poches pleines faut pas trop traîner
Par ici c'est la vie qui nous rôde, tu m'as trahis t'étais mon brother
Bébé, toujours dans le feu de l'action, j'contrôle pas toutes les réactionsYou might also likeEmbed",Green Montana
Green Montana,​la haine,"8 Contributors​la haine Lyrics[Paroles de ""la haine""]

[Refrain]
On-on-on-on n'me propose que des business pas très intéressants
Je sais faire cette merde en finesse, bébé-bé tu te méprends
Mon reuf, on vient d'en bas, j'vais très loin, j'peux pas redescendre
J'voulais faire cette monnaie, j'vois la haine dans le regard des gens (eh)
Dans le regard des gens, dans le regard des gens
J'voulais faire cette monnaie, j'vois la haine dans le regard des gens (eh)
Dans le regard des gens, dans le regard des gens
J'voulais faire cette monnaie, j'vois la haine (han)

[Couplet unique]
J'attends rien des gens, j'me dis qu'jamais ils n'remercieront
Police me contrôle, à jamais ils se méfieront
Hier on leur tend la main, mais demain sur nous ils chieront
On vient leur mettre des peines, dans l'game big NMR est en mission
J'dois faire cette monnaie seulement pour ma famille, je n'aime pas les autres
Ils nous connaissent pas, du coup nous salissent toujours sans raison
J'ai cette Marie-Jeanne qui te paralyse après un bédo
Millions d'euros à la clé donc j'peux pas faire le mort

[Refrain]
On-on-on n'me propose que des business pas très intéressants
Je sais faire cette merde en finesse, bébé-bé tu te méprends (Green'Zer)
Mon reuf, on vient d'en bas, j'vais très loin, j'peux pas redescendre
J'voulais faire cette monnaie, j'vois la haine dans le regard des gens (eh)
Dans le regard des gens (NMR), dans le regard des gens
J'voulais faire cette monnaie, j'vois la haine dans le regard des gens (eh)
Dans le regard des gens, dans le regard des gens
J'voulais faire cette monnaie, j'vois la haineYou might also likeEmbed",Green Montana
Green Montana,LÀ OÙ LE VENT NOUS MÈNE,"7 ContributorsLÀ OÙ LE VENT NOUS MÈNE Lyrics[Paroles de ""LÀ OÙ LE VENT NOUS MÈNE""]

[Couplet 1]
J'ai fait du mal, je sais déjà qu'ils mettront une croix sur ma tête
Le réveil est noir, courir après cette money, pétasse, faut que tu t'apprêtes
On va pas crever ensemble, bâtard, tu sais, c'est sans regret
C'est toujours la même, j'entends qu'ces moins que rien font pas d'oseille

[Refrain]
C'est calme, j'aime bien, j'peux t'arranger, parfois j'crois qu't'es pas honnête
Le cœur en cage, c'est important pour voir où l'vеnt nous mène
Redescеnds, tu vas comprendre qu'nos vies sont pas les mêmes, yah

[Couplet 2]
J'mélange ces drogues, bitch, dans ma tête, c'est la bagarre
J'dois investir, tu sais, aucun d'ces fils de tain-p' peut prendre mon arme
J'écoulais c'pack, c'est vrai, depuis, elle me dit que c'est pas normal
J'ai juré d'pas céder, bitch, personne va t'aider mais c'est pas grave, yeah, yeah
Beaucoup de haine, j'lève les yeux encore, bien sûr qu'on l'fait, fuck les vacances
Négocie millions d'euros, fuck la vie d'avant, hey
Elle veut qu'on se voit, qu'j'lui prenne un peu de cocaïne
Greenzer, le sale à un niveau professionnel
Je fume cette ganja médicale, la bitch me chauffe comme le soleil
J'les laisse s'endetter, là où j'suis, ces bâtards mettent pas les pieds
Bébé, n'aies pas d'stress, j'la fuck peu importe le contexte, yeah
You might also like[Refrain]
C'est calme, j'aime bien, j'peux t'arranger, parfois j'crois qu't'es pas honnête
Le cœur en cage, c'est important pour voir où l'vent nous mène
Redescends, tu vas comprendre qu'nos vies sont pas les mêmes, yah
C'est calme, j'aime bien, j'peux t'arranger, parfois j'crois qu't'es pas honnête
Le cœur en cage, c'est important pour voir où l'vent nous mène
Redescends, tu vas comprendre qu'nos vies sont pas les mêmes, yahEmbed",Green Montana
Green Montana,LES ENNUIS,"8 ContributorsLES ENNUIS Lyrics[Paroles de ""Les ennuis""]

[Refrain]
Beaucoup trop d'années traîné dans la ville
La monnaie rentre, sort, ça va vite
J'serai devant si t'as envie
Toujours le nez dans les ennuis
Mes négros t'aiment pas, vont t'enlever la vie
Avec ou sans toi, j'sens même pas la diff'
Elle récupère son cœur en mille
Toujours le nez dans les ennuis

[Couplet 1]
J'les ai bien vu tomber, moi, j'ai suivi la dalle
Frère, j'suis à l'aise dans le pare-balles
C'est triste, j'sais qu'à la fin, ça s'ra l'drame
Jamais tu vas toucher ma part
J'veux crever riche dans un classe S
Pense pas au passé, affaire classée
Cherche mon bonheur dans les papiers
Faut qu'tu tailles, on va t'écraser

[Refrain]
Beaucoup trop d'années traîné dans la ville
La monnaie rentre, sort, ça va vite
J'serai devant si t'as envie
Toujours le nez dans les ennuis
Mes négros t'aiment pas, vont t'enlever la vie
Avec ou sans toi, j'sens même pas la diff'
Elle récupère son cœur en mille
Toujours le nez dans les ennuis
You might also like[Couplet 2]
Roule avec cicatrices dans la peau
Maman, j'rentre tard, ferme pas la porte
Je lui ai dit qu'c'était pas ma faute
Bébé, t'auras pas mal, non non non
Trop de questions, j'peux pas répondre
Dans le veston, dix fois ta cons
J'veux qu'tu restes là
T'es pas d'accord, j'suis pas d'accord, alors ?
L'argent rentre et sort gros, ça va vite
D'la verte et d'la blanche dans la valise
Leur tendre la main, c'est pas ma mission
Sache que t'es mort si t'es sur la liste

[Refrain]
Beaucoup trop d'années traîné dans la ville
La monnaie rentre, sort, ça va vite
J'serai devant si t'as envie
Toujours le nez dans les ennuis
Mes négros t'aiment pas, vont t'enlever la vie
Avec ou sans toi, j'sens même pas la diff'
Elle récupère son cœur en mille
Toujours le nez dans les ennuisEmbed",Green Montana
Green Montana,LE ZEN ET LES SEINS,"6 ContributorsLE ZEN ET LES SEINS Lyrics[Paroles de ""LE ZEN ET LES SEINS""]

[Refrain]
Bébé, j'réponds seulement si j'ai envie d'fuck ou quand l'argent m'appelle
Audemars sinon rien, les phares éteints, la fumée sort par la f'nêtre
Faut j'reste concentré, Greenzer, 92i, pétasse, non rien m'arrête
Ce cash rentre dans ma tête, j'regarde le ciel, j'me dis que en fait
Toi, t'es pas le sang, shoote ces fils de putes, il en reste plein
Blessé, j'ai cette Cali qui compense, pétasse, j'te r'ferai le zen et les seins
Bosse H31 pour le gang, t'es K.O, t'es jamais dans les temps
Négro, j'aime le biff, les gros métaux, encore des fils de putes dans l'rétro, yah

[Couplet unique]
Tasse-pé, je les démolis, Greenzer, NMR, vient faire super money
Fonce-dé, j'me sens comme si j'étais dans l'vide, elle dit : ""J'ai encore ton odeur dans mon lit""
On peut pas attendre pour ce llion-mi, ces salopes de jaloux perdent des calories
Elle me dit qu'elle s'inquiète toujours quand j'descends, bébé, j'ai un c-tru tranchant dans l'jean
Ils sont plein d'façades, des fois, j'suis pas stable, négro intraçable, NMR gang
Nan, ne nous fais pas ça, ne joue pas l'ancien, ck-Glo j'en prends soin, 92i for life
Toi, t'es que d'passage, mort par instinct, canalise ma faim, eux, c'est des tains-p'
Ouais, j'bombarde, mon négro, chaque soir, elle dit qu'elle veut voir NMR gang, yah

[Refrain]
Bébé, j'réponds seulement si j'ai envie d'fuck ou quand l'argent m'appelle
Audemars sinon rien, les phares éteints, la fumée sort par la f'nêtre
Faut j'reste concentré, Greenzer, 92i, pétasse, non rien m'arrête
Ce cash rentre dans ma tête, j'regarde le ciel, j'me dis que en fait
Toi, t'es pas le sang, shoote ces fils de putes, il en reste plein
Blessé, j'ai cette Cali qui compense, pétasse, j'te r'ferai le zen et les seins
Bosse H31 pour le gang, t'es K.O, t'es jamais dans les temps
Négro, j'aime le biff, les gros métaux, encore des fils de putes dans l'rétro, yahYou might also likeEmbed",Green Montana
Green Montana,LICEPO,"7 ContributorsLICEPO Lyrics[Paroles de ""LICEPO""]

[Intro]
Eh, eh, eh
Hey

[Couplet 1]
Le nez dans les risques, on roule à fond
Une rafale si t'as des biceps, hey
Laisse pas de piste à la lice-po
On ne fait qu'encaisser du biff, hey
Maman trouve ça triste
Son fiston n'a plus de cœur depuis tit-pe, hey
Depuis que la misère a triplé
La monnaie, je fais que chercher
Faire couler le sang est versé
L'odeur du kil' pour me bеrcer
J'vends de la weed, j'vеnds de la C
Car ne-Gree n'a toujours pas percé

[Pré-refrain]
Ne-Gree n'a toujours pas percé
Le sang versé, l'odeur du kil' pour me bercer
Tu peux me trouver dans ses fesses et dans sa tte-ch' serrée
J'sais bien qu'ils vont nous détester
You might also like[Refrain]
On contrôle la lice-po, j'suis dispo'
Aller-retour, j'étais discret
À contre-courant, on passe les vitesses
En vérité, j'la veux pas mais j'y vais vite fait
La vie rapide donc la vie t'prépare
T'es prêt seulement si t'es prêt à y rester
Pas la peine de faire ta valise
Moi, j't'ai déjà dit qu'on préfèrait être détesté

[Couplet 2]
Hey, hey, j'essaye de viser sa tête
J'ai pas vraiment la tête à défoncer sa schnek
Ce soir, j'suis dans le vaisseau et j'oublie la pression
Ouais, j'oublie les questions quotidiennes
Est-ce qu'on va ber-tom ?
La conso', le pétard, dans le veston, hey
Depuis tit-pe, c'qu'on veut, c'est la caisse, hey
La pute qui veut mon gosse, c'est laquelle ? Hey
Dans les yeux, on voit c'que t'as à perdre, négro
J'allume plein d'bédos, hey
À des millions d'années lumières de cet être
Dis-moi, la vie rapide, pute, est-c'que t'es prêt ?
Dis pas d'changer d'avis, consume kush en excès

[Pré-refrain]
Ne-Gree n'a toujours pas percé
Le sang versé, l'odeur du kil' pour me bercer
Tu peux me trouver dans ses fesses et dans sa tte-ch' serrée
J'sais bien qu'ils vont nous détester
[Refrain]
On contrôle la lice-po, j'suis dispo'
Aller-retour, j'étais discret
À contre-courant, on passe les vitesses
En vérité, j'la veux pas mais j'y vais vite fait
La vie rapide donc la vie t'prépare
T'es prêt seulement si t'es prêt à y rester
Pas la peine de faire ta valise
Moi, j't'ai déjà dit qu'on préfère être détestésEmbed",Green Montana
Green Montana,MAGIC CITY 999,"9 ContributorsMAGIC CITY 999 Lyrics[Paroles de ""MAGIC CITY 999""]

[PARTIE I]

[Intro]
Eh, eh

[Couplet 1]
Plaie ouverte, j'mets pas de pansement
Maman dit qu'je dead ça d'puis l'commencement
Hier t'es bien, aujourd'hui en pleine descente
Tout droit, négro, j'm'arrête que pour mettre de l'essence
J'crois qu'je l'aime, mais c'est seulement vite fait
J'lui envoie des textes que quand j'ai envie d'ken
Les négros font c'qu'ils peuvent, négro, je fais c'qui m'plaît
La lumière vient d'en haut, pétasse par l'oseille, matrixée
Négro, j'fais des travaux ('vaux), impossibles ('ssibles)
Obligé d'vider ce chargeur sur l'ennemi (ennemi)
Elle me dit : ""C'est cher"", j'lui réponds, ""bébé c'est pas un soucis"" (c'est pas un soucis)
Pas de freins, l'humain est mauvais, l'humain, pas besoin de lui (nan)

[Refrain]
J'suis pas pressé (yeah)
Sur ta tête j'vais mettre une croix si tu fais chier (yeah)
Impossible d'dormir la night, j'peux pas crécher (bitch)
Million avant qu'la mort vient m'chercher (woah, woah)
You might also like[Couplet 2]
J'suis un boss, soit pas fâché (fâché)
J'lui mets plein de bébés dans la trachée (baby)
J'dors pas pétasse, l'argent y'en a jamais assez
Beaucoup d'émotions, mais le cœur est cassé (hmm)
Un million d'euros, j'veux rien qu'ça (rien qu'ça)
Abandonner bitch, j'peux pas faire ça (ouh)
J'croyais qu't'était quelqu'un, ça m'déçoit (GreenZer)
Okay, j'retrouve pas l'chemin de la maison, yeah
J'suis juste un riche négro naissant, faut qu'j'te dise (ouh)
Jamais j'vais laisser une pétasse manger mon biff' (jamais)
J'ai assez pour m'prendre ce Givenchy
J'recompte cette monnaie, dans le cœur j'ai comme un vide

[Refrain]
J'suis pas pressé
Sur ta tête j'vais mettre une croix si tu fais chier
Impossible d'dormir la night, j'peux pas crécher
Million avant qu'la mort vient m'chercher (oh, ooh-woah)

[PARTIE II]

[Couplet 1]
Rêve magique j'cours après l'argent, tu sais que ce train de vie sent bon
Du sang sous ma semelle, il m'faut c'Phantom, Rolex en diamant, c'est ça l'thème
La coke donne sale mine, t'as plus d'quoi vivre, bitch, tu fais quoi maintenant ?
J'rentre par derrière sans faire de bruit, pour mes problèmes pas d'avenir
Sur un quatre temps, Ne-Gree dans le dos floqué, dans sa chatte, négro des gros dégâts
J'suis venu au monde pour réussir, plein d'gens sont faux, ils te l'disent pas
Tu crois qu'on s'ressemble mais c'est pas la même, yeah, j'prends des risques, j'honore, je déçois
Moi je les aime pas pour être honnête, ayy, yeah
[Couplet 2]
J'la laisse un instant, fais cette monnaie, les couilles faut qu'tu les laisse pendre
Ils s'coupent les veines, yah, j'tourne pas ma veste, négro, toujours le même camp
C'est pas facile, pétasse, on prend des risques plein temps, juste pour cette vue sur la digue
Je la baise, négro, elle s’agrippe à mes locks, j'aime pas les p'tits pédés qui paient pas
Les yeux sont plissés, j'pense qu'à cette monnaie, mec, Sixième sens, pétasse, le Haki des Rois
Dans les poches, liasses de toutes les couleurs comme des M&M's, savent pas c'que c'est un banger
Ne-Gree fait la guerre pour un monde meilleur, yeah, en route, j'perds le smile
Nan j'ai rien laissé, joue pas négro, le niveau trop élevé, j'suis toujours dans les time, hein

[Outro : Édouard Balladur]
Je vous demande de vous arrêterEmbed",Green Montana
Green Montana,Maman le sait,"6 ContributorsMaman le sait Lyrics[Paroles de ""Maman le sait""]

[Refrain]
Ouais j'sers j'te l'ai dit, toutes les nuits
Ouais ouais, j'roule joint, j'dose (shit)
J'peux pas t'aimer, tendre mon plis, quand ils parlent de nos vies
Wowoh
J'peux pas m'attacher, nan
J'me réveille pour les chiffres et maman le sait
Y'a tout qu'est cheum ici
Dis-moi comment faire
Et les pockets remplies feront pas l'affaire
Wowoh

[Couplet 1]
J'aime quand ils parlent de nous
J'vends la b comme à la school
Elle me dit : ""bae vas-y doucement""
Mes types vi-sser les louveteaux
Finie l'époque où on manquait de gousses, j'fais mon biz avec mes youv'
Vu qu'elle est conne, et qu'elle aime pousser
J'fais gros benef' rien de nouveau

[Pont]
J'me réveille pour les chiffres et maman le sait
Y'a tout qu'est cheum ici
Dis-moi comment faire
Et les pockets remplies feront pas l'affaire
Wowoh
You might also like[Couplet 2]
J'sais qu't'aimes quand t'es défoncée avec ma weed, quand ton gosier sèche
À sec j'fais pas d'crédit
J'sais que pour te voir c'est cuit
Roule un gros pet
T'es fâchée, c'est du gâchis, moi j'voulais t'prendre par le
J'ai les poches vides, c'est pour ça que j'suis parti
J'suis bien là tu m'parles de qui ?
J'crame des trucs
Un poto peut vite sauter, pour un rien t'es vite monté
Ma vie c'est triste
Parano je laisse pas d'piste, eux ils pensent qu'à m'faire les fils
J'compte mon biff à l'abris des flics flics
Dans mon cup, liquide
40°, tu connais la suite suite, ça finit sur un ""crick crick""

[Refrain]
Ouais j'sers j'te l'ai dit, toutes les nuits
Ouais ouais, j'roule joint, j'dose (shit)
J'peux pas t'aimer, tendre mon plis, quand ils parlent de nos vies
Wowoh
J'peux pas m'attacher, nan
J'me réveille pour les chiffres et maman le sait
Y'a tout qu'est cheum ici
Dis-moi comment faire
Et les pockets remplies feront pas l'affaire
WowohEmbed",Green Montana
Green Montana,​mclaren & likelemba,"7 Contributors​mclaren & likelemba Lyrics[Paroles de mc laren & likelemba]

[Intro]
Benjay

[Refrain]
J'suis bon qu'à compter mes sommes dans une McLaren (eh, yeah)
Jeune négro, j'ai coupé cette merde en lamelles (yeah, yeah)
J'étais à terre, mais j'voulais que personne ne m'aide
J'te calcule pas salope, t'as juste à faire de même (yeah, yeah)
Maman regarde ce Lambo' par la window
Moi, tu sais, personne ne m'aide, nan, nan pеrsonne (yeah, yeah)
Maman rеgarde ce Lambo' par la window
Moi, tu sais, personne ne m'aide, yeah

[Couplet Unique]
Bitch j'ai du Chanel pour remplacer le Longchamp
Des problèmes, j'pensais pas qu'il y en aurait autant
J'veux ce million, depuis ils m’disent j'suis inconscient
On s'voit as-p, négro pour moi c'est pas important
Impliqué pétasse, j'ai fait que de rouler ma bosse (Green’zer)
NMR pour la life, n'essaie jamais de trouer nos poches (Green’zer)
Les ennemis arriveront par la droite par la gauche (hmm)
J'les écoute déjà plus, sont plus à la mode (yeah, yeah)
J’me vide sur ta bitch, nan jamais je me branle (yah)
Je n'ai confiance qu'en Dieu et les billets de banque
Depuis qu'j'veux ce milli, m'dit j'suis inconscient
Lunettes Cartier, ceinture Yves Saint Laurent
You might also like[Refrain]
J'suis bon qu'à compter mes sommes dans une McLaren (eh, yeah)
Jeune négro, j'ai coupé cette merde en lamelles (yeah, yeah)
J'étais à terre, mais j'voulais que personne ne m'aide
J'te calcule pas salope, t'as juste à faire de même (yeah, yeah)
Maman regarde ce Lambo' par la window
Moi, tu sais, personne ne m'aide, personne (yeah, yeah)
Maman regarde ce Lambo' par la window
Moi, tu sais, personne ne m'aide, yeah

[Outro]
J'suis bon qu'à compter mes sommes dans une McLaren (eh, yeah)
Jeune négro, j'ai coupé cette merde en lamelles (yeah, yeah)
J'étais à terre, mais j'voulais que personne ne m'aide
J'te calcule pas salope, t'as juste à faire de même (yeah, yeah)
Maman regarde ce Lambo' par la window
Moi, tu sais, personne ne m'aide (tu sais, personne)Embed",Green Montana
Green Montana,MÉDAILLE,"7 ContributorsMÉDAILLE Lyrics[Paroles de ""MÉDAILLE""]

[Refrain]
Hey, j'ai du flair et du cash pour les hoes, yeah
Dans le rap, dans la house, coupe la dope, yeah
Monnaie en poche, que des bons feelings, rêve un peu gros, yeah
J'la fuck en leu-leu mes big diamants lui touchent le dos, yeah

[Couplet unique]
Fuck les cops, négro, la drogue j'love
Fuck ta bitch, elle me lâche pas les locks
Un peu de Mexico dans ton nas'
Vrai plug, négro n'a pas un rond
Fuck, yeah, fuck les faux
Brille comme ice, Glock 40 si tu penses à la faille
Quelques traîtres, là j'ai compris la life
Y a qu'avec mes négros que je ride
Regarde la 'teille, pour la monnaie, on die
Sous la press', perd pas les yeuks, les moyens
J'rentre pas à la house sans médailles
J'rentre pas à la house sans médailles
On soulève des pétasses et des bécanes
Sous la press', perd pas les yeuks, les moyens
J'rentre pas à la house sans médailles
J'rentre pas à la house sans médailles, non
You might also like[Refrain]
Yeah, et du cash pour les hoes, yeah
Dans le rap, dans la house, coupe la dope, yeah
Monnaie en poche, que des bons feelings, elle va pas croire, yeah
J'la fuck en leu-leu mes big diamants lui touchent le dos, yeahEmbed",Green Montana
